,text
131,"EN CARTAGENA LOS POLITIQUEROS YA PRENDIERON LOS MOTORES SUPONGO QUE @tripleCIbarguen SABE QUE EN BOLIVAR NO SACARA NI UN SOLO BOTO CIERTO?
RECUERDEN MI GENTE COJAN LA PLATA PERO VOTEN POR EL QUE SIEMPRE AH ESTADO EN LA LUCHA CON EL PUEBLO @GustavoBolivar @petrogustavo https://t.co/4q1g5K9JNJ"
132,Wilmarys Abarca Descargas la  aplicación bdv digital de la play store y allí te dice abrir cuenta le das allí y allí te va diciendo debes tener a la mano tu Rif ya que debes escanear el código QR Y también tu cédula
133,"Hoy Día los Comerciantes no están tomando el Precio del Dólar ni el Paralelo ni el Del BCV , lo Tienen en 4.50 , ya aquí no es Página alguna es lo q Dicen ellos , eso solo lo hacen x q no hay una Política q los ponga al Margen de la Ley , el Gobierno es Muy Débil ,,"
134,"#FocoInformativo || Sucesos ➡Tres delincuentes muertos en rescate de comerciante secuestrado en Carlos Arvelo
#12Octubre #comerciante #policia #Carabobo #CarlosArvelo #delincuentes #secuestro #Venezuela #Sucesos 
https://t.co/zruXrlkYzQ"
135,"2021-04-08 40mm en Junín, Buenos Aires, Argentina #pluviomano #gestionagro https://t.co/R7U8YEcI5p @caburearg https://t.co/6GjDz0qJ32"
136,"@ungochoenvalenc IG: @MFalconia excelente iniciativa gracias.
Compras internacionales, importaciones, servicios de encomiendas, asesorías y logística integral para compras en el extranjero. #coro #Falcon https://t.co/N82BBGjfKF"
137,"#27Oct | El equipo del #MinComercio activos en #TRUJILLO, Mcpios
▶Mcpio. Valera
para verificar precios concertados, medidas de bioseguridad, uso de la Tasa de BCV y la Ley de Metrologia
@CalidadEsVida
@DhelizAlvarez
@AnaponcePsuv
@mincomerciove
@ZODI23_TRUJILLO
@Rodomonsalve https://t.co/C8eBTmrqC5"
138,@OscarRSports @FALCAO Copa libertadores 1991 en Miami y San Cristóbal América vs Unión atlético Táchira
139,CUENTE CON LA POPULOSA PARROQUIA SAN JUAN HOMBRES Y MUJERES GUERREROS PARA LA BATALLA 21 DE NOVIEMBRE VENCEREMOS MI ALMIRANTE. VIVA SAN CARAJO 
140,"#Crímenes | EN CARABOBO: Capturaron a seis sospechosos de tráfico infantil, planeaban llevar menores a Colombia  ⭕ https://t.co/Mjvd5AiqmK"
141,"@unknxwnboy @JohanLozada26 @Huroncito29 Aqui toda la vida el pais ha vivido de la renta petrolera eso es lo que le daba fuerza al Bolivar, al bloquear PDVSA y dejar al pais sin ingreso de dolares e lbolivar no vale nada, fijate ahorita como esta entrando dinero el estado inyecta dolares a la economia y el dolar baja"
142,"@HERNANGARBOZA @NASAEarth Vivo en Punto Fijo hacen 8 años y me enamoró esta tierra, pero este gobierno acabó  con eso, no entiendo como hay gente tas descerebrada que aún culpa al imperio. #perdonatupuebloseñor"
143,@HIDROFALCON Nuevo pueblo Sur para cuando cuerda de descarado
144,"La alfombra Roja y fiesta de gala para Bernal, el comunismo volverá al Tachira de manera formal, que triste ver a mi tierra tan hermosa otra vez en manos de comunistas, solo por el ego de no aceptar que hay candidaturas mejores y que serían más beneficiosas que el PSUV https://t.co/7A2pVjVLJl"
145,"Ya la OIM esta ""condicionando"" a nuestra población para el Plan de Refugiados que nos van a imponer, ante la indiferente y débil conducta del presidente y su gobierno. Tenemos que reaccionar ante este hecho tan trágico como fatal. Ningún presidente antes aceptó esto. https://t.co/SQKYal4yGe"
146,@NOTIFALCON Unos  cuantos comen
147,"@laidygomezf Mujer de frente amplia.
 Acumula más ideas."
148,@pabloaure Próximo Gobernador del Estado Carabobo en Democracia  una de las  Mente Brillante  de VENEZUELA  Bendiciones  profesor
149,"Disfruta la diversión de aprender a bailar Salsa Casino junto a la tropa del @MPV_Tachira. #TropaPazYVida 
#DesplieguePorLluvias https://t.co/j9xNLIpdaD"
150,#Caracas | Vendedores ambulantes de comida por $1 en Sabana Grande cotizan la moneda estadounidense en Bs. 5 o Bs. 5.000.00 soberanos. Conoce la variación en la tasa en el siguiente enlace https://t.co/CuD8rwVKoY
151,"#culturatachira Virgen de la Chiquinquirá, venerada en el edo. Zulia-Venezuela.
Exposición individual y virtual ""Llena eres de Gracia"", de Desirée González Zerpa.
Muestra artística organizada por el Museo del Táchira de la @DCETachira.
Obra: ""¡Mami, qué rico está el cepillado!"". https://t.co/jJRxQoSpjz"
152,"@FreddyBernal
 @NicolasMaduro Sr Presidente El personal Médico, Empleado, Administrativo, Obrero Y Asistencial  adscrito a la Corporación de Salud del Estado Tachira solicitamos nos sea cancelado la Homologación de los meses de Mayo,Junio y Julio del año 2021 ."
153,#NACIONALES Guaidó: pago del plan Covax es fruto de la presión a Maduro https://t.co/evIPygDXuo
154,#ESPECTÁCULOS Miss Zulia 2008 cuenta sus vivencias en la cárcel tras relacionarse con narcotraficante colombiano https://t.co/Zr6RMHPNKF
155,"@PresidencialVen Sr. Presidente de la República, el equipo de trabajo del sector salud en Táchira, luchamos incansablemente por la operatividad en las áreas administrativas y asistenciales. Por ende, solicitamos la aprobación de recursos: pago HOMOLOGACION ACTA CONVENIO desde may"
156,"Amen y Amen en El Cobre, Tachira, Venezuela https://t.co/GEMnkZYU2q"
157,No sea rata vernal . Esas partidas le tocan por ley a la gobernación . Y ustedes se la roban . Por qué no actúan bien como la ley manda. Vernal y maduro y toda su Canadá de raras . Porque no hacen lo mejor para el país. Renuncien . Dejen el miedo de en… Ver más
158,"Nuestra moneda sera fuerte el dia en que los venezolanos entendamos que la economia se debe respetar quien da la ordenes, BCV recuperando autonomia #IndexacionSalarialYa  #DebateIndexaciónEnAN #13Oct @NicolasMaduro @jorgerpsuv @tonyboza"
159,"@omargp84 Y si tienes que renovar o se te perdió la tarjeta de débito, para darte una nueva te piden hasta la partida de defunción de tu árbol genealógico completo @Banesco"
160,#1Nov || BCV suspendió otorgamiento de permisos para operaciones como Proveedor no Bancario de Servicios de Pago https://t.co/OYOhRzw25g
161,#Sucesos Abatidos 3 secuestradores en el estado Carabobo https://t.co/PgTXg0qG36 https://t.co/XXGIuIrtET
162,#NACIONALES El pasaporte venezolano entre los más caros de América https://t.co/9iPUqR2NRQ
163,"@Eliecersangroni @m_estiben @maderoluis @marrpacheco @alves_guillen @burro_hipico #Hipismo #LaRinconada @GonzaloSangron5 
HOY JUEVES 26 08 21
085 y 068 TACHIRA Y TRIPLE CALIENTE MUCHA SUERTE VENEZUELA"
164,@Banesco Buenas tardes después de la reconversión no funciona mi pago móvil. Intenté entonces con transferencia inmediata a otros bancos. Aún espero que sea ejecutada. @Banesco agradezco respuesta.
165,"#INTERNACIONALES Papa Francisco hace un llamado para que vacunación contra el coronavirus sea un ""bien común universal"" https://t.co/3AKMNekFl7"
166,"DAD GRACIAS A DIOS...

🌸🌿

#ClasesVirtuales #ClasesPresenciales #IBAO #AlfaYOmega #PiedrasNegras #Coahuila #México
#YoEstudioParaPastor
#YoEstudioParaProfeta #YoEstudioParaEvangelista #YoEstudioParaMaestro
#YoEstudioParaApóstol https://t.co/laP6RdzeZ6"
167,"@VCammarano @dydan17 @NuevaTec47 @ENZOSCARANO ninguno, lamentablemente Carabobo seguirá siendo Ciudad Caótica con 🦇 y así pasara con muchas gobernaciones producto de malas estrategias y campañas vomitivas de la MUD que no aprovecharon el malestar de los votantes sino que están dando otro show"
168,"#GNBFalcón, prestan Seguridad a las instalaciones de las plantas Eléctricas en todo el territorio Falconiano.
#30Mar #FANB
#SputnikVContraCovid
#GNByPuebloEnVictoria
#FANBEnDefensaDeLaDignidad .@NicolasMaduro .@cmdtegralgnb .@GNBGDjuvenal .@LopezvargasR
https://t.co/HSG3rIiu1s"
169,"@fischlb0t @3NVYB0T Estuvo a punto de quedar dormido hasta que escuchó el sonido de un mensaje, se forzó a seguir despierto y caminar hacia la entrada para poder abrirles. Ni si quiera se fijó en la apariencia que tenía y abrió. — Hola, perdonen las molestias... — Dijo ocultándose un poco por miedo."
170,"Solo pocos comercios usan el dólar a la tasa de BCV. 
Si de verdad el SUNDEE los va a cerrar y multar entonces será al 90% de todo los comercios"
171,"@rafaellacava10 Agua. ""NO HAY"" Pero si van a la casa de Gobierno allí si. Eso es puro cuento el Edo. Carabobo está abandonado, sin agua, sin medicinas, sin luz, osea los servicios públicos no sirven. La Salud no sirve. Aquí nada sirve."
172,"@SudebanInforma @BCV_ORG_VE Favor tomen cartas sobre el asunto para el Banco OCCIDENTAL de Descuento (BOD) desde hace más de un mes no realiza pago móvil, y devuelven las transferencias hacia otros bancos. Tienen un corral financiero con los clientes dejando su dinero únicamente en el Banco. #BODSOS"
173,"Podrido sistema de justicia el que tenemos, no sólo hay que derogar la JEP, tantas cortes burócratas al servicio del hampa organizada. https://t.co/roqfSC7LQ2"
174,"#Politica - Maduro: Estamos en la tercera ola, Caracas, Miranda, La Guaira y Carabobo

#5Oct 
#NicolasMaduro  
#Carcas 
#Miranda 
#PortaldeNoticias 

https://t.co/qybJNaHhRA"
175,@Ignaciozh_r @robertomalaver Te falto mandar a boicotear la página del $ criminal del @BCV_ORG_VE
176,@CorpoelecCarabo @Banesco Pedazos de mierda como pretenden que uno pague un servicio que no sirve para un coño e la madre y menos aplicando este sistema tan ineficiente como ustedes cuerda de mediocres
177,Gobernador @OmarPrietoGob destacó en #OmarALas7:A través del Plan Carabobo 200 hoy se practicarán 55 Cirugías   #VenezuelaTieneConQué https://t.co/2aIb079fSm
178,"FYI: Enciclopédia das Línguas Arawak, acrescida de seis novas línguas e dois bancos de dados: The eminent Brazilian linguist of French origin, Henri RAMIREZ, published a new comprehensive book on Arawakan languages. It is Enciclopédia das Línguas Arawak,… https://t.co/uC8PSyjMGC"
179,"Efectivos de la #GNBFalcón efectuarón la detención de 01 Cddno por el delito de robo, a quien se le Incautó un teléfono celular. #17Abr #FANB #GNB
#DaleUnParaoALaCovid
#GNByPuebloUnido
.@NicolasMaduro 
.@cmdtegralgnb
.@GNBGDjuvenal
.@LopezvargasR #GNBFalcón https://t.co/9JW17InYID"
180,"#repost @lbabaloncesto
・・・
🔹 Escenario Listo🔹

La Cancha del Centro Social Madeirense lista para recibir la sexta jornada de la LBA.

#SelloDeCalidadLBA #LigaDeBaloncesto #Asocenca #UnidosPorElBasket #Baloncesto #Interclubes #Carabobo #LBA https://t.co/yNzD7x5EIz"
181,Roguemos al señor Amén
182,@BCV_ORG_VE @SudebanInforma Ustedes están como dolar paralelo suben todo el tiempo y los comerciantes gozando porque el dólar sube para seguir j******* al trabajador y al pueblo
183,Acaba de publicar una foto en Carabobo https://t.co/QgRT3a6uY7
184,"El mantenimiento de nuestros espacios verdes es una de las principales tareas que realiza diariamente el personal de Parques y Jardines. Hoy continuamos embelleciendo:

🌳Liga La Floresta (Calle Pablo del Solar)
🌳Liga Iñaquito
🌳Las Manuelas (Calle el Pedregal) https://t.co/Ahm1R2JLg7"
185,"#Entérate📌 | El tipo de cambio publicado por el BCV es el promedio ponderado de las operaciones de las mesas de cambio de las instituciones bancarias. 

Precio del dólar 11/10/21: 4,16410000

#MercadoCambiario https://t.co/ej2XwKX68i"
186,"🚖👉🚘👉🚙👉🚗👉🚕
AUTO PARTS AGELVIS LIBERTAD
📣📣📣📣📣📣 
#PRONTO GRAN #INAUGURACIÓN
PRONTO GRAN INAUGURACIÓN
PRONTO GRAN INAUGURACIÓN
🚨🚨🚨
EN CAPACHO LIBERTAD
⬇️⬇️⬇️⬇️
AUTO PARTS AGELVIS LIBERTAD
#capachoindependencia #capacholibertad #sanantoniodeltachira #Tachira https://t.co/2dkI8t3G93"
187,#Falcón - Instalado transformador de potencia en subestación eléctrica Carirubana https://t.co/xq8oMaSCpA
188,Tachira: Cantv culminó labores de optimización en la central andina https://t.co/sP3c6ALr0t
189,#Carabobo | Médicos Milton Quintero y Yoglan Madriz murieron por COVID-19 https://t.co/2f7zpX8Qe4 .-
190,"#Entérate Ministerio de Comercio Nacional pone a disposición los siguientes números telefónicos para que se denuncie la especulación por parte de comerciantes que usen tasas superiores a las del #BCV para cobro en divisas convertibles🇻🇪 

#ChavismoVictoriaPerfecta https://t.co/hbZBgn6Z9O"
191,@CDominguesP  Una pregunta si tuviera que  escojer a qué partido asistiría? Táchira Caracas? Táchira Estudiantes?  Estudiantes Caracas?
192,Daniel_RiosVE: Familia de Elijah McClain llega a acuerdo con ciudad de Colorado por incidente policial https://t.co/P4ZxtEAziS #DanielRiosTeInforma #Valencia #Carabobo #Venezuela
193,Así llega el agua a Naguanagua Edo. Carabobo. 😭 https://t.co/x5lBHcifzS
194,@Naldoxx esas inyecciones del bcv ya no hacen efecto amiguito
195,"#Mujeres dispuestas para cada ocasión👠Encuentra tu #escort favorita en el catálogo virtual🔝 y #agenda tu #cita
+584129612616📲
https://t.co/MKuOYGg65M💻

#act
#Caracas #Valencia #Barquisimeto #Tachira #Venezuela #chicasmalas #damadecompania #nacional #SABADODELUXE #findesemana https://t.co/KwiBOcTtiA"
196,"A pesar de que muchas de las decisiones no nos gusten debemos seguir adelante, Soy un hombre que tome una decisión de vida y fue defender profundamente a mi país no voy a claudicar ni un segundo este ideal, mi compromiso es con el Tachira y mi querido Cardenas !"
197,saludos @ajcaleca y toda esa linda familia aqui en el tachira son fuertes los bajonazos no se va pero queda como un fosforito esto va por el camino de zacatecas buen apetito DIOS los proteja cuide a toda es lindura familiar feliz tarde https://t.co/N9xfa5K0Kc
198,@ENZOSCARANO @ENZOSCARANO mire @rafaellacava10 le ha echado pichón a todos los problemas de Carabobo y usted sencillamente no sabe cómo atacarlo y de inventa situaciones que los carabobeños no las creemos...usted no va PAL baile... jajajaja... arriba Drácula...
199,"Y desde acá desde el municipio al que hidrocentro le quitó el agua y cambió el nombre a NN, llevamos cinco días igual que la gran Valencia. 

Medio estado Carabobo sin agua y si no fuera por el Cordonazo de San Francisco llevara ya cuatro días sin bañarme... https://t.co/ojIic9F9ZH"
200,"@DiarioPrimicia Todas las comunidades en el Estado Bolivar estamos en las mismas condiciones, Sin servicio de Agua, y sin ningún planteamiento serio en relación a la situación, habrá q plantearse una marcha general, denuncia ante la fiscalía."
201,"🔜 𝗡𝗢𝗩𝗜𝗘𝗠𝗕𝗥𝗘 💛
🔜 𝗡𝗢𝗩𝗜𝗘𝗠𝗕𝗥𝗘 🧡

Muy pronto en el mes de Noviembre prepárate para vivir una experiencia de otro nivel
 
#spa #relax #instagood #beautiful  #men #boy #pride #Caracas #gay #Carabobo #Valencia  #SanDiego #Apertura #Venezuela https://t.co/23loarN0lw"
202,"Saab anuncia captura de ""Chiche Smith"", señalado de liderar el ""Cartel de Paraguaná"" [+Tuit] https://t.co/ODlsJdlWkc"
203,Daniel_RiosVE: Tiroteo en Atlanta deja dos muertos https://t.co/XEPP5m1iaQ #DanielRiosTeInforma #GacetaCarabobo #Carabobo #Venezuela
204,"El Verdugo @NicolasMaduro clama por sus Víctimas. Después de Destruir la Economía, Pulverizar el Bolivar, Quebrar las Empresas básicas de Petróleo, Gas, Electricidad, Hierro, Controlar Todos los Poderes del Estado, Tráficar Cocaína, Asesinar Opositores etc. , ahora se Conmueve."
205,@NicolasMaduro o 3 estaciones de servicio a precio subsidiado son las que trabajan... y a 50 carros es a lo que atienden!!! hay problemas con la gasolina pero a precio Subsidiada porque la internacional  ni colas hay
206,"Al menos había silencio, cosa que agradecía. 

La mirada ha alzado del libro a la sala. Esta, vacía, terminó por perderse en un punto fijo dado que halló la presencia de un alma conocida. 

La cubierta del libro acarició, sonriendo por un segundo antes de cerrar los ojos."
207,"Vía @ReverolNestor 

Desde el corazón energético de la patria, nuestro Complejo Hidroeléctrico del Bajo Caroní en el estado Bolívar, continuamos con el despliegue nacional de la #VicepresidenciaDeServicios https://t.co/eFkPFtsKXA"
208,"#Sucesos | Incautaron 28 toneladas de material ferroso en el estado Bolívar
https://t.co/CzTOsF6VOH"
209,Buen día señores del @BcodeVenezuela ¿Pueden por favor indicar por qué no se puede hacer transferencia ni pago móvil a otros bancos desde el celular o el usuario de Internet? Gracias
210,"#Carabobo @rafaellacava10 se consigue gas la bombona de 10klg la están vendiendo en 10 $ cada día hay mas corrupción en los llenaderos hágase una encuesta y pregúntele a las personas que venden perro caliente a que precio la compran,maiquetía,plaza venezuela,Docentes,Cantv https://t.co/05I8jHmwwQ"
211,"@roshernandez @laidygomezf Pero por ahora Ceballos no se mide en la internas, está impedido. La gente tiene un nivel de confusión alto, porque la oposición tiene dos frentes políticos con cara al 21 de noviembre en Táchira. No han logrado unidad"
212,"Viernes Santo. Dios Permite Todo, además hoy 02 de Abril son 54 años que sigue dormida la Beata Madre Maria de San José siendo ese puente de comunicación con Papá Dios. 
@NoticiasFalcon https://t.co/8XblckPYlp"
213,"BDV sigan pegándose al gobierno que van a tener el mismo destino, EL RECHAZO."
214,Acaba de publicar una foto en Puerto Piritu Edo. Anzuategüi https://t.co/lyTHnlnQlF
215,"✔️#9Oct Farmayor, ubicada en la Urb. El Paraíso, fue fiscalizada este sábado por autoridades del ministerio de Comercio Nacional, para verificar tasa cambiaría oficial del BCV y cumplimiento de precios acordados🇻🇪 https://t.co/K3KYSXZfwG"
216,"Viví en el Zulia; en Falcón; en Carabobo y ahora en Anzoátegui, y creo que cada región es como la tierra donde fluye leche y miel. Es por fé, no por vista 🙏🏽. Amo a mi Venezuela 🇻🇪❤ pero creo que Dios nos bendice en cualquier lugar que estemos 🙏🏽🤗"
217,@SudebanInforma @BCV_ORG_VE @jaarreaza @dcabellor Quien será el presidente de la Casa de la Moneda? Realmente es chavista solidario revolucionario y no piensa en como se presta para la tracaleria en el Pueblo las confusiones https://t.co/vaSigCxuje
218,@vasconcellosed @BcoBicentenario @BcodeVenezuela @miguelperezabad Que Shit.... es que ni el pago móvil sirve todavía.... que perdición de Banco... no quiero ni transferir dinero para allá porque no sé si en el camino se pierdan esos reales y nunca lleguen a su lugar. Así qué... lo siento! Llámeme cuando se haya resuelto todo. De resto bye bye!
